,Bucket,Sentence
957,05::03::00,Cc1 Cc1 Wc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1
958,05::03::01,Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Cc1 Cc1 Wc1 Wc1 Cc1 Cc1 Wc1 Cc1 Wc1 Wc1 Wc1 Wc1 Wc1 Cc1 Wc1 Cc1 Wc1 Wc1 Wc1 Oc1 Cc1 Wc1 Wc1 Wc1 Oc1 Wc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 HGc1 Oc1 Oc1 HGc1 HGc1 Oc1 Oc1 Cc1 Cc1 HGc1 Oc1 HGc1 HGc1 Oc1 Oc1 HGc1 HGc1 Oc1 Oc1 HGc1 Oc1 HGc1 HGc1 HGc1 HGc1 Oc1 Oc1 Oc1 Oc1
959,05::03::02,Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Cc1 Wc1 Wc1 Cc1 Cc1 Cc1 Cc1 Wc1 Cc1 Cc1 Cc1 Wc1 Oc1 Wc1 Oc1 Oc1 Cc1 Cc1 Cc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 RBc1 RBc1 RBc1 HGc1 HGc1 HGc1 RBc1 HGc1 RBc1 RBc1 RBc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 HGc1 HGc1 HGc1 Oc1 Oc1 HGc1 HGc1 HGc1 HGc1 Oc1 Oc1 HGc1
960,05::03::03,Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Wc1 Cc1 Cc1 Cc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Wc1 Oc1 Cc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Cc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Cc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Cc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Cc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 HGc1 HGc1 HGc1 HGc1 Oc1 Oc1 Oc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 Oc1 Oc1 Oc1 Oc1 Oc1 HGc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 HGc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 HGc1 Oc1 Oc1 Oc1 HGc1 HGc1 HGc1 HGc1 HGc1 Oc1 HGc1 HGc1 Oc1 Oc1
961,05::03::04,Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 HGc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1
962,05::03::05,BPc1
963,05::03::06,BPc1 BPc1 BPc1
964,05::03::07,BPc1
965,05::03::08,Wc1 NGc1
966,05::03::18,HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1
967,05::04::00,Oc1 Cc1 Cc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1
968,05::04::01,Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Wc1 Wc1 Cc1 Cc1 Wc1 Cc1 Wc1 Cc1 Cc1 Cc1 Cc1 Cc1 Wc1 Cc1 Cc1 Wc1 Wc1 Wc1 Cc1 Oc1 Oc1 Cc1 Cc1 RBc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 Oc1 Oc1 HGc1 HGc1 Oc1 Oc1
969,05::04::02,Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Cc1 Cc1 Cc1 Cc1 Cc1 Wc1 Wc1 Cc1 Cc1 Wc1 Wc1 Wc1 Cc1 Cc1 Wc1 Wc1 Wc1 Wc1 Wc1 Cc1 Cc1 Cc1 Wc1 Cc1 Wc1 Wc1 Wc1 Wc1 Cc1 Cc1 Cc1 Cc1 Wc1 Wc1 Cc1 Cc1 Wc1 Cc1 Wc1 Wc1 Wc1 Cc1 Cc1 Wc1 Oc1 Wc1 Cc1 Cc1 Oc1 Oc1 Cc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Wc1 Wc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 RBc1 RBc1 RBc1 RBc1 RBc1 Oc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 Oc1 Oc1 Oc1 Oc1 Oc1
970,05::04::03,Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Cc1 Oc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Wc1 Cc1 Cc1 Cc1 Cc1 Wc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Wc1 Cc1 Cc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Cc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Cc1 Cc1 Cc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Cc1 Cc1 Cc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Cc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Cc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Cc1 Oc1 Cc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Cc1 Oc1 Oc1 Oc1 HGc1 Oc1 RBc1 RBc1 RBc1 RBc1 Oc1 Oc1 Oc1 Oc1 RBc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1
971,05::04::04,Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Cc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Cc1 BPc1 Cc1 Oc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Oc1 Oc1 Cc1 Cc1 Cc1 Cc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 HGc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 RBc1 RBc1 RBc1 RBc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1
972,05::04::05,BPc1 BPc1 BPc1 BPc1 Wc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Cc1 Cc1 RBc1 RBc1 RBc1
973,05::04::06,BPc1 BPc1 BPc1 BPc1 BPc1 Wc1 BPc1 BPc1 NGc1 BPc1 BPc1 BPc1 BPc1
974,05::04::07,BPc1 BPc1 BPc1 BPc1 BPc1 NGc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1
975,05::04::08,BPc1 BPc1 BPc1 BPc1 RBc1 BPc1 BPc1 BPc1 BPc1
976,05::04::14,Cc1
977,05::04::18,HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1 HGc1
978,05::05::00,Wc1 Oc1 Oc1 Oc1
979,05::05::01,Cc1 Cc1 Wc1 Wc1 Wc1 Wc1 Wc1 HGc1 HGc1
980,05::05::02,Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Wc1 Wc1 Wc1 Wc1 Cc1 Wc1 Wc1 Wc1 Wc1 Cc1 Wc1 Wc1 Wc1 Cc1 Cc1 Cc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Cc1 Cc1 Wc1 Wc1 Wc1 Wc1 Cc1 Cc1 Wc1 Wc1 Cc1 Wc1 Cc1 Cc1 Wc1 Wc1 Cc1 RBc1 RBc1 RBc1 RBc1 RBc1 Cc1 Cc1 HOc1
981,05::05::03,Oc1 Cc1 Oc1 Cc1 Cc1 Cc1 Cc1 Cc1 Wc1 Wc1 Cc1 Wc1 Wc1 Cc1 Cc1 Wc1 Wc1 Cc1 Cc1 Cc1 Wc1 Cc1 Cc1 Cc1 Cc1 Wc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Wc1 Cc1 Wc1 Cc1 Wc1 Oc1 Cc1 Oc1 Oc1 Oc1 Oc1 Cc1 Cc1 Oc1 Oc1 Cc1 Cc1 Oc1 Oc1 Oc1 Cc1 Cc1 Oc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 Oc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1
982,05::05::04,Oc1 Oc1 Oc1 Oc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Oc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Wc1 Cc1 Cc1 Cc1 Cc1 Cc1 Oc1 Oc1 Oc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Wc1 Cc1 Cc1 BPc1 Cc1 Cc1 Cc1 Oc1 Oc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Oc1 Cc1 Cc1 Oc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 Oc1 Oc1 Oc1 Oc1 Oc1 Oc1
983,05::05::05,Cc1 Cc1 BPc1 BPc1 BPc1 BPc1 BPc1 Wc1 BPc1 Wc1 Wc1 Wc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Cc1 Cc1 BPc1 BPc1 BPc1 Cc1 Cc1 Cc1 BPc1 Cc1 Cc1 Cc1 BPc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1
984,05::05::06,BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Wc1 Wc1 Wc1 BPc1 Wc1 Wc1 Wc1 Wc1 Wc1 BPc1 BPc1 BPc1 BPc1 BPc1 Wc1 Wc1 Wc1 BPc1 BPc1 BPc1 BPc1 Cc1 Wc1 Wc1 BPc1 BPc1 BPc1 Cc1 Cc1 BPc1 BPc1
985,05::05::07,BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Wc1 BPc1 BPc1 Wc1 BPc1 BPc1 BPc1 Wc1 Wc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Wc1 Wc1 Wc1 Wc1 Wc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Wc1 Wc1 BPc1 BPc1 BPc1 BPc1 BPc1 Cc1 BPc1 BPc1 BPc1
986,05::05::08,BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Wc1 Wc1 Wc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Wc1 Wc1 Wc1 BPc1 BPc1 BPc1 Cc1 BPc1 BPc1
987,05::05::09,BPc1 BPc1 Wc1 Wc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 BPc1 RBc1
988,05::05::10,Wc1 Wc1 HOc1 RBc1
989,05::05::11,BPc1
990,05::05::18,HGc1 HGc1 HGc1 HGc1
991,05::06::01,HGc1 RBc1 HGc1 HGc1 HGc1
992,05::06::02,Wc1 Wc1 Cc1 Wc1 Wc1 Wc1 Wc1 Wc1 Cc1 RBc1 Oc1 RBc1 HOc1 HOc1 HOc1 HOc1 HGc1 HOc1 HOc1 HOc1
993,05::06::03,Cc1 Cc1 Cc1 Cc1 Cc1 Wc1 Wc1 Cc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Cc1 Wc1 Cc1 Wc1 Wc1 Cc1 Cc1 Cc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Cc1 Cc1 Wc1 Wc1 Wc1 Wc1 Cc1 Wc1 Cc1 Cc1 Wc1 Cc1 Cc1 Cc1 Cc1 Cc1 Wc1 Oc1 Oc1 Cc1 Cc1 RBc1 Cc1 Cc1 Cc1 HOc1 HOc1
994,05::06::04,Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Wc1 Cc1 Cc1 Cc1 Wc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 BPc1 Wc1 Cc1 Cc1 Cc1 Cc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 Oc1 HOc1 JGBc1
995,05::06::05,Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 BPc1 Wc1 Wc1 Cc1 Cc1 Cc1 Wc1 Wc1 Cc1 Cc1 BPc1 Wc1 Wc1 BPc1 BPc1 BPc1 BPc1 Wc1 Wc1 Wc1 Cc1 Wc1 Wc1 Wc1 Cc1 Cc1 Cc1 Cc1 BPc1 BPc1 Cc1 BPc1 BPc1 Cc1 Cc1 Cc1 BPc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 Cc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1 RBc1
996,05::06::06,NGc1 NGc1 NGc1 NGc1 NGc1 NGc1 NGc1 NGc1 NGc1 NGc1 NGc1 NGc1 NGc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 NGc1 BPc1 BPc1 NGc1 BPc1 BPc1 NGc1 BPc1 BPc1 BPc1 Cc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Wc1 Wc1 Wc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 BPc1 Wc1 Wc1 Wc1 BPc1 BPc1 BPc1 BPc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Cc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Cc1 Wc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Cc1 Cc1 Cc1 BPc1 BPc1 BPc1 Cc1
997,05::06::07,NGc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 NGc1 BPc1 BPc1 BPc1 BPc1 BPc1 NGc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Wc1 Wc1 Wc1 BPc1 BPc1 Wc1 BPc1 Wc1 Wc1 Wc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Wc1 BPc1 Wc1 BPc1 Wc1 Wc1 Wc1 BPc1 BPc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Wc1 Wc1 Wc1 Wc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Cc1 BPc1 BPc1 BPc1 Cc1 BPc1 Cc1 BPc1 RBc1
998,05::06::08,BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Cc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Wc1 Wc1 Wc1 Wc1 Wc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Wc1 Wc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Cc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Cc1 Cc1 BPc1 RBc1 RBc1 RBc1
999,05::06::09,BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Wc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 BPc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 NGc1 BPc1 BPc1 BPc1 BPc1 BPc1 Cc1 BPc1 Cc1
1000,05::06::10,Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 BPc1 RBc1 RBc1 RBc1 RBc1
1001,05::06::11,Cc1 Wc1
1002,05::06::13,Cc1
1003,05::06::18,HGc1
1004,05::07::00,Cc1
1005,05::07::01,HOc1 HOc1 HOc1 HOc1 RBc1
1006,05::07::02,Wc1 Wc1 Wc1 HOc1 HOc1 HOc1 HOc1 HOc1 HOc1 HOc1 HOc1 HOc1 HOc1 HOc1 HOc1 HOc1 HOc1 HOc1 HOc1 HOc1 HOc1 HOc1 HOc1 HOc1
1007,05::07::03,Cc1 Cc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Wc1 Cc1 Wc1 Cc1 Wc1 Wc1 Cc1 Wc1 Cc1 Cc1 Wc1 Cc1 HOc1
