,#RIC,Alias Underlying RIC,Domain,GMT Offset,Type,Open,High,Low,Last,Volume,No. Trades,Open Bid,High Bid,Low Bid,Close Bid,No. Bids,Open Ask,High Ask,Low Ask,Close Ask,No. Asks,date,time,Adjusted Open
452,HGc1,HGF7,Market Price,-5,Intraday 1Min,109.5,109.5,109.5,109.5,0.0,1.0,108.6,108.6,108.6,108.6,0.0,111.5,111.5,111.5,111.5,0.0,1997-01-28,15:10:00,94.32064879270999
453,HGc1,HGF7,Market Price,-5,Intraday 1Min,109.5,109.5,109.5,109.5,0.0,1.0,108.6,108.6,108.6,108.6,0.0,111.5,111.5,111.5,111.5,0.0,1997-01-28,15:11:00,94.32064879270999
454,HGc1,HGF7,Market Price,-5,Intraday 1Min,110.4,110.4,110.3,110.3,0.0,2.0,108.6,108.6,108.6,108.6,0.0,111.5,111.5,111.5,111.5,0.0,1997-01-28,15:37:00,95.09588700196514
455,HGc1,HGF7,Market Price,-5,Intraday 1Min,110.25,110.25,110.25,110.25,0.0,2.0,108.6,108.6,108.6,108.6,0.0,111.5,111.5,111.5,111.5,0.0,1997-01-28,16:01:00,94.96668063375594
456,HGc1,HGF7,Market Price,-5,Intraday 1Min,109.5,110.25,109.5,110.25,0.0,2.0,108.6,108.6,108.6,108.6,0.0,111.5,111.5,111.5,111.5,0.0,1997-01-28,16:27:00,94.32064879270999
457,HGc1,HGF7,Market Price,-5,Intraday 1Min,110.5,110.5,110.5,110.5,0.0,1.0,108.6,108.6,108.6,108.6,0.0,111.5,111.5,111.5,111.5,0.0,1997-01-28,16:28:00,95.18202458077127
458,HGc1,HGF7,Market Price,-5,Intraday 1Min,110.7,110.7,110.7,110.7,0.0,1.0,108.6,108.6,108.6,108.6,0.0,111.5,111.5,111.5,111.5,0.0,1997-01-28,17:26:00,95.35429973838353
459,HGc1,HGF7,Market Price,-5,Intraday 1Min,111.0,111.1,111.0,111.1,0.0,2.0,108.6,108.6,108.6,108.6,0.0,111.5,111.5,111.5,111.5,0.0,1997-01-28,17:59:00,95.61271247480188
460,HGc1,HGF7,Market Price,-5,Intraday 1Min,111.0,111.0,111.0,111.0,0.0,1.0,108.6,108.6,108.6,108.6,0.0,111.5,111.5,111.5,111.5,0.0,1997-01-28,18:25:00,95.61271247480188
461,HGc1,HGF7,Market Price,-5,Intraday 1Min,110.4,110.4,110.4,110.4,0.0,1.0,108.6,108.6,108.6,108.6,0.0,111.5,111.5,111.5,111.5,0.0,1997-01-28,18:37:00,95.09588700196514
462,HGc1,HGF7,Market Price,-5,Intraday 1Min,110.4,110.4,110.4,110.4,0.0,1.0,108.6,108.6,108.6,108.6,0.0,111.5,111.5,111.5,111.5,0.0,1997-01-28,18:38:00,95.09588700196514
463,HGc1,HGF7,Market Price,-5,Intraday 1Min,110.4,110.4,110.4,110.4,0.0,1.0,108.6,108.6,108.6,108.6,0.0,111.5,111.5,111.5,111.5,0.0,1997-01-28,18:39:00,95.09588700196514
464,HGc1,HGF7,Market Price,-5,Intraday 1Min,110.3,110.3,110.3,110.3,0.0,1.0,108.6,108.6,108.6,108.6,0.0,111.5,111.5,111.5,111.5,0.0,1997-01-28,18:50:00,95.00974942315902
465,HGc1,HGF7,Market Price,-5,Intraday 1Min,110.5,110.5,110.5,110.5,0.0,1.0,108.6,108.6,108.6,108.6,0.0,111.5,111.5,111.5,111.5,0.0,1997-01-28,18:53:00,95.18202458077127
466,HGc1,HGF7,Market Price,-5,Intraday 1Min,111.0,111.5,111.0,111.0,35.0,5.0,108.6,108.6,108.6,108.6,0.0,111.5,111.5,111.5,111.5,0.0,1997-01-28,18:59:00,95.61271247480188
467,HGc1,HGF7,Market Price,-5,Intraday 1Min,110.9,110.9,110.9,110.9,10.0,1.0,108.6,108.6,108.6,108.6,0.0,111.5,111.5,111.5,111.5,0.0,1997-01-28,19:00:00,95.5265748959958
468,HGc1,HGF7,Market Price,-5,Intraday 1Min,111.2,111.2,111.2,111.2,56.0,1.0,108.6,108.6,108.6,108.6,0.0,111.5,111.5,111.5,111.5,0.0,1997-01-28,19:09:00,95.78498763241417
469,HGc1,HGF7,Market Price,-5,Intraday 1Min,111.1,111.1,111.1,111.1,1.0,1.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,1.0,1997-01-29,12:12:00,95.69885005360801
470,HGc1,HGF7,Market Price,-5,Intraday 1Min,110.5,110.5,110.5,110.5,0.0,1.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,13:10:00,95.18202458077127
471,HGc1,HGF7,Market Price,-5,Intraday 1Min,110.5,110.5,110.5,110.5,,1.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,13:12:00,95.18202458077127
472,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.1,108.1,108.1,108.1,0.0,1.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,13:34:00,93.11472268942421
473,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.3,108.3,108.3,108.3,8.0,1.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,13:42:00,93.28699784703645
474,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.7,108.7,108.7,108.7,45.0,2.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,13:57:00,93.63154816226098
475,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.7,108.7,108.7,108.7,5.0,1.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,13:59:00,93.63154816226098
476,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.8,108.8,108.8,108.8,2.0,1.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,14:17:00,93.7176857410671
477,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.7,108.7,108.7,108.7,0.0,1.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,14:19:00,93.63154816226098
478,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.7,108.7,108.7,108.7,0.0,1.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,14:35:00,93.63154816226098
479,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.7,108.7,108.7,108.7,0.0,1.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,15:50:00,93.63154816226098
480,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.7,108.7,108.7,108.7,5.0,1.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,15:51:00,93.63154816226098
481,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.5,108.7,108.5,108.7,0.0,2.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,16:06:00,93.4592730046487
482,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.5,108.5,108.5,108.5,5.0,1.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,16:14:00,93.4592730046487
483,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.5,108.5,108.5,108.5,0.0,1.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,16:16:00,93.4592730046487
484,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.0,108.0,108.0,108.0,0.0,1.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,16:33:00,93.02858511061808
485,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.6,108.6,108.3,108.3,0.0,2.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,16:41:00,93.54541058345481
486,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.6,108.6,108.6,108.6,7.0,2.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,16:42:00,93.54541058345481
487,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.4,108.4,108.4,108.4,0.0,2.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,17:05:00,93.37313542584258
488,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.5,108.5,108.5,108.5,0.0,1.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,17:18:00,93.4592730046487
489,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.9,108.9,108.9,108.9,,1.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,17:41:00,93.80382331987322
490,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.9,108.9,108.9,108.9,0.0,1.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,17:50:00,93.80382331987322
491,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.5,108.5,108.5,108.5,0.0,1.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,18:06:00,93.4592730046487
492,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.3,108.3,108.3,108.3,0.0,1.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,18:10:00,93.28699784703645
493,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.5,108.5,108.5,108.5,1.0,1.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,18:16:00,93.4592730046487
494,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.7,108.7,108.7,108.7,2.0,1.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,18:59:00,93.63154816226098
495,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.0,108.0,108.0,108.0,73.0,2.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,19:00:00,93.02858511061808
496,HGc1,HGF7,Market Price,-5,Intraday 1Min,108.4,108.4,108.4,108.4,0.0,1.0,111.1,111.1,111.1,111.1,0.0,112.15,112.15,112.15,112.15,0.0,1997-01-29,19:11:00,93.37313542584258
497,HGc1,HGG7,Market Price,-5,Intraday 1Min,103.8,103.8,103.8,103.8,,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,13:10:00,93.37313542584258
498,HGc1,HGG7,Market Price,-5,Intraday 1Min,103.8,103.8,103.8,103.8,,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,13:12:00,93.37313542584258
499,HGc1,HGG7,Market Price,-5,Intraday 1Min,103.0,103.0,103.0,103.0,,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,13:29:00,92.65349661716559
500,HGc1,HGG7,Market Price,-5,Intraday 1Min,103.1,103.1,103.1,103.1,,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,13:57:00,92.74345146825019
501,HGc1,HGG7,Market Price,-5,Intraday 1Min,103.0,103.0,103.0,103.0,,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,14:08:00,92.65349661716559
502,HGc1,HGG7,Market Price,-5,Intraday 1Min,102.8,102.8,102.8,102.8,,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,14:18:00,92.4735869149963
503,HGc1,HGG7,Market Price,-5,Intraday 1Min,102.5,102.5,102.5,102.5,0.0,2.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,15:21:00,92.20372236174245
504,HGc1,HGG7,Market Price,-5,Intraday 1Min,102.5,102.5,102.5,102.5,0.0,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,15:48:00,92.20372236174245
505,HGc1,HGG7,Market Price,-5,Intraday 1Min,102.25,102.25,102.25,102.25,0.0,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,15:49:00,91.9788352340309
506,HGc1,HGG7,Market Price,-5,Intraday 1Min,102.0,102.0,102.0,102.0,0.0,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,15:55:00,91.75394810631931
507,HGc1,HGG7,Market Price,-5,Intraday 1Min,102.0,102.0,102.0,102.0,0.0,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,16:31:00,91.75394810631931
508,HGc1,HGG7,Market Price,-5,Intraday 1Min,102.0,102.0,102.0,102.0,0.0,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,16:34:00,91.75394810631931
509,HGc1,HGG7,Market Price,-5,Intraday 1Min,102.5,102.5,102.5,102.5,3.0,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,17:14:00,92.20372236174245
510,HGc1,HGG7,Market Price,-5,Intraday 1Min,103.0,103.0,103.0,103.0,0.0,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,17:56:00,92.65349661716559
511,HGc1,HGG7,Market Price,-5,Intraday 1Min,102.0,102.0,102.0,102.0,0.0,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,18:07:00,91.75394810631931
512,HGc1,HGG7,Market Price,-5,Intraday 1Min,101.9,101.9,101.9,101.9,0.0,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,18:29:00,91.66399325523467
513,HGc1,HGG7,Market Price,-5,Intraday 1Min,101.9,101.9,101.9,101.9,0.0,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,18:30:00,91.66399325523467
514,HGc1,HGG7,Market Price,-5,Intraday 1Min,101.8,101.8,101.8,101.8,0.0,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,18:34:00,91.57403840415006
515,HGc1,HGG7,Market Price,-5,Intraday 1Min,101.9,101.9,101.9,101.9,0.0,2.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,18:36:00,91.66399325523467
516,HGc1,HGG7,Market Price,-5,Intraday 1Min,101.9,101.9,101.9,101.9,0.0,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,18:38:00,91.66399325523467
517,HGc1,HGG7,Market Price,-5,Intraday 1Min,101.8,101.8,101.8,101.8,0.0,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,18:40:00,91.57403840415006
518,HGc1,HGG7,Market Price,-5,Intraday 1Min,102.0,102.0,102.0,102.0,0.0,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,18:43:00,91.75394810631931
519,HGc1,HGG7,Market Price,-5,Intraday 1Min,102.1,102.1,102.1,102.1,0.0,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,18:44:00,91.84390295740393
520,HGc1,HGG7,Market Price,-5,Intraday 1Min,102.1,102.1,102.1,102.1,0.0,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,18:55:00,91.84390295740393
521,HGc1,HGG7,Market Price,-5,Intraday 1Min,102.4,102.4,102.4,102.4,9.0,3.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,18:59:00,92.11376751065782
522,HGc1,HGG7,Market Price,-5,Intraday 1Min,102.4,102.4,102.4,102.4,1.0,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,19:07:00,92.11376751065782
523,HGc1,HGG7,Market Price,-5,Intraday 1Min,102.4,102.4,102.4,102.4,3.0,1.0,102.25,102.25,102.25,102.25,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-30,19:08:00,92.11376751065782
524,HGc1,HGG7,Market Price,-5,Intraday 1Min,103.0,103.0,103.0,103.0,42.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,13:16:00,92.65349661716559
525,HGc1,HGG7,Market Price,-5,Intraday 1Min,103.2,103.2,103.2,103.2,0.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,13:18:00,92.83340631933481
526,HGc1,HGG7,Market Price,-5,Intraday 1Min,103.1,103.1,103.1,103.1,0.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,13:25:00,92.74345146825019
527,HGc1,HGG7,Market Price,-5,Intraday 1Min,103.3,103.3,103.3,103.3,0.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,13:27:00,92.92336117041945
528,HGc1,HGG7,Market Price,-5,Intraday 1Min,103.2,103.2,103.2,103.2,0.0,2.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,13:43:00,92.83340631933481
529,HGc1,HGG7,Market Price,-5,Intraday 1Min,103.3,103.3,103.3,103.3,0.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,13:49:00,92.92336117041945
530,HGc1,HGG7,Market Price,-5,Intraday 1Min,103.5,104.0,103.5,104.0,0.0,2.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,14:04:00,93.10327087258871
531,HGc1,HGG7,Market Price,-5,Intraday 1Min,104.2,104.2,104.2,104.2,0.0,2.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,14:05:00,93.7329548301811
532,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.0,105.0,105.0,105.0,0.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,14:30:00,94.45259363885813
533,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.2,105.2,105.2,105.2,20.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,14:31:00,94.63250334102739
534,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.0,105.0,105.0,105.0,0.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,14:36:00,94.45259363885813
535,HGc1,HGG7,Market Price,-5,Intraday 1Min,104.8,104.8,104.8,104.8,0.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,14:39:00,94.27268393668885
536,HGc1,HGG7,Market Price,-5,Intraday 1Min,104.5,104.5,104.5,104.5,8.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,14:42:00,94.00281938343498
537,HGc1,HGG7,Market Price,-5,Intraday 1Min,104.6,104.6,104.6,104.6,0.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,14:52:00,94.09277423451958
538,HGc1,HGG7,Market Price,-5,Intraday 1Min,104.7,104.7,104.7,104.7,0.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,15:14:00,94.18272908560424
539,HGc1,HGG7,Market Price,-5,Intraday 1Min,104.7,104.7,104.7,104.7,0.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,15:15:00,94.18272908560424
540,HGc1,HGG7,Market Price,-5,Intraday 1Min,104.7,104.7,104.7,104.7,0.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,15:17:00,94.18272908560424
541,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.0,105.0,105.0,105.0,0.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,15:31:00,94.45259363885813
542,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.0,105.0,105.0,105.0,0.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,15:43:00,94.45259363885813
543,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.3,105.3,105.3,105.3,0.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,15:52:00,94.72245819211199
544,HGc1,HGG7,Market Price,-5,Intraday 1Min,104.75,104.75,104.75,104.75,0.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,16:16:00,94.22770651114655
545,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.2,105.2,105.2,105.2,0.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,16:40:00,94.63250334102739
546,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.1,105.1,105.1,105.1,0.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,17:01:00,94.54254848994273
547,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.1,105.1,105.1,105.1,0.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,17:02:00,94.54254848994273
548,HGc1,HGG7,Market Price,-5,Intraday 1Min,104.9,104.9,104.9,104.9,0.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,17:04:00,94.36263878777348
549,HGc1,HGG7,Market Price,-5,Intraday 1Min,104.8,104.8,104.8,104.8,0.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,17:15:00,94.27268393668885
550,HGc1,HGG7,Market Price,-5,Intraday 1Min,104.85,104.85,104.85,104.85,5.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,17:18:00,94.31766136223118
551,HGc1,HGG7,Market Price,-5,Intraday 1Min,104.6,104.6,104.6,104.6,2.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,18:59:00,94.09277423451958
552,HGc1,HGG7,Market Price,-5,Intraday 1Min,106.3,106.3,106.0,106.0,21.0,3.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,19:00:00,95.62200670295826
553,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.8,105.8,105.8,105.8,4.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,19:16:00,95.17223244753512
554,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.6,105.6,105.6,105.6,20.0,1.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,19:17:00,94.99232274536585
555,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.9,105.9,105.9,105.9,10.0,2.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,19:23:00,95.26218729861976
556,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.9,105.9,105.9,105.9,25.0,2.0,100.5,100.5,100.5,100.5,0.0,103.85,103.85,103.85,103.85,0.0,1997-01-31,19:24:00,95.26218729861976
557,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.4,105.4,105.4,105.4,4.0,1.0,104.8,104.8,104.8,104.8,1.0,107.75,107.75,107.75,107.75,1.0,1997-02-03,01:17:00,94.81241304319663
558,HGc1,HGG7,Market Price,-5,Intraday 1Min,104.8,104.8,104.8,104.8,7.0,1.0,104.8,104.8,104.8,104.8,0.0,107.75,107.75,105.0,105.0,2.0,1997-02-03,01:18:00,94.27268393668885
559,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.0,105.0,105.0,105.0,1.0,1.0,104.4,104.4,104.4,104.4,1.0,105.0,105.0,105.0,105.0,1.0,1997-02-03,01:55:00,94.45259363885813
560,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.0,105.0,105.0,105.0,3.0,1.0,104.5,104.5,104.5,104.5,1.0,105.0,105.0,105.0,105.0,1.0,1997-02-03,02:22:00,94.45259363885813
561,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.0,105.0,105.0,105.0,1.0,1.0,104.4,104.4,104.4,104.4,1.0,105.0,105.0,105.0,105.0,1.0,1997-02-03,03:35:00,94.45259363885813
562,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.0,105.0,105.0,105.0,2.0,1.0,104.6,104.6,104.6,104.6,1.0,105.65,105.65,105.65,105.65,1.0,1997-02-03,07:53:00,94.45259363885813
563,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.0,105.0,105.0,105.0,9.0,1.0,104.0,104.0,104.0,104.0,1.0,105.65,105.65,105.65,105.65,1.0,1997-02-03,11:37:00,94.45259363885813
564,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.0,105.0,105.0,105.0,0.0,2.0,105.0,105.0,105.0,105.0,0.0,106.2,106.2,106.2,106.2,0.0,1997-02-03,13:11:00,94.45259363885813
565,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.3,105.3,105.3,105.3,0.0,1.0,105.0,105.0,105.0,105.0,0.0,106.2,106.2,106.2,106.2,0.0,1997-02-03,13:16:00,94.72245819211199
566,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.5,105.5,105.4,105.5,0.0,3.0,105.0,105.0,105.0,105.0,0.0,106.2,106.2,106.2,106.2,0.0,1997-02-03,13:17:00,94.90236789428124
567,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.25,105.25,105.25,105.25,0.0,1.0,105.0,105.0,105.0,105.0,0.0,106.2,106.2,106.2,106.2,0.0,1997-02-03,13:19:00,94.67748076656967
568,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.25,105.25,105.25,105.25,9.0,1.0,105.0,105.0,105.0,105.0,0.0,106.2,106.2,106.2,106.2,0.0,1997-02-03,13:20:00,94.67748076656967
569,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.6,105.6,105.6,105.6,0.0,2.0,105.0,105.0,105.0,105.0,0.0,106.2,106.2,106.2,106.2,0.0,1997-02-03,13:22:00,94.99232274536585
570,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.6,105.6,105.6,105.6,0.0,2.0,105.0,105.0,105.0,105.0,0.0,106.2,106.2,106.2,106.2,0.0,1997-02-03,13:27:00,94.99232274536585
571,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.7,105.7,105.7,105.7,0.0,1.0,105.0,105.0,105.0,105.0,0.0,106.2,106.2,106.2,106.2,0.0,1997-02-03,13:39:00,95.0822775964505
572,HGc1,HGG7,Market Price,-5,Intraday 1Min,105.6,105.6,105.6,105.6,0.0,1.0,105.0,105.0,105.0,105.0,0.0,106.2,106.2,106.2,106.2,0.0,1997-02-03,13:41:00,94.99232274536585
