,#RIC,Alias Underlying RIC,Domain,GMT Offset,Type,Open,High,Low,Last,Volume,No. Trades,Open Bid,High Bid,Low Bid,Close Bid,No. Bids,Open Ask,High Ask,Low Ask,Close Ask,No. Asks,date,time,Adjusted Open
36,HGc1,HGF7,Market Price,-5,Intraday 1Min,105.0,105.0,105.0,105.0,17.0,1.0,103.45,103.45,103.45,103.45,0.0,105.1,105.1,105.05,105.05,0.0,1997-01-03,13:41:00,90.44445774643424
37,HGc1,HGF7,Market Price,-5,Intraday 1Min,105.2,105.2,105.2,105.2,0.0,1.0,103.45,103.45,103.45,103.45,0.0,105.1,105.1,105.05,105.05,0.0,1997-01-03,13:44:00,90.61673290404649
38,HGc1,HGF7,Market Price,-5,Intraday 1Min,105.2,105.2,105.2,105.2,0.0,1.0,103.45,103.45,103.45,103.45,0.0,105.1,105.1,105.05,105.05,0.0,1997-01-03,13:47:00,90.61673290404649
39,HGc1,HGF7,Market Price,-5,Intraday 1Min,105.2,105.2,105.2,105.2,0.0,1.0,103.45,103.45,103.45,103.45,0.0,105.1,105.1,105.05,105.05,0.0,1997-01-03,13:52:00,90.61673290404649
40,HGc1,HGF7,Market Price,-5,Intraday 1Min,105.2,105.2,105.2,105.2,0.0,1.0,103.45,103.45,103.45,103.45,0.0,105.1,105.1,105.05,105.05,0.0,1997-01-03,14:11:00,90.61673290404649
41,HGc1,HGF7,Market Price,-5,Intraday 1Min,105.1,105.1,105.1,105.1,0.0,1.0,103.45,103.45,103.45,103.45,0.0,105.1,105.1,105.05,105.05,0.0,1997-01-03,15:10:00,90.53059532524034
42,HGc1,HGF7,Market Price,-5,Intraday 1Min,105.2,105.2,105.2,105.2,0.0,1.0,103.45,103.45,103.45,103.45,0.0,105.1,105.1,105.05,105.05,0.0,1997-01-03,15:11:00,90.61673290404649
43,HGc1,HGF7,Market Price,-5,Intraday 1Min,105.0,105.0,105.0,105.0,0.0,1.0,103.45,103.45,103.45,103.45,0.0,105.1,105.1,105.05,105.05,0.0,1997-01-03,15:55:00,90.44445774643424
44,HGc1,HGF7,Market Price,-5,Intraday 1Min,105.0,105.0,105.0,105.0,0.0,1.0,103.45,103.45,103.45,103.45,0.0,105.1,105.1,105.05,105.05,0.0,1997-01-03,16:25:00,90.44445774643424
45,HGc1,HGF7,Market Price,-5,Intraday 1Min,105.0,105.0,105.0,105.0,0.0,1.0,103.45,103.45,103.45,103.45,0.0,105.1,105.1,105.05,105.05,0.0,1997-01-03,16:37:00,90.44445774643424
46,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.8,104.8,104.8,104.8,0.0,1.0,103.45,103.45,103.45,103.45,0.0,105.1,105.1,105.05,105.05,0.0,1997-01-03,16:39:00,90.27218258882196
47,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.7,104.7,104.7,104.7,0.0,1.0,103.45,103.45,103.45,103.45,0.0,105.1,105.1,105.05,105.05,0.0,1997-01-03,16:49:00,90.18604501001585
48,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.75,104.75,104.75,104.75,0.0,1.0,103.45,103.45,103.45,103.45,0.0,105.1,105.1,105.05,105.05,0.0,1997-01-03,16:53:00,90.2291137994189
49,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.75,104.75,104.75,104.75,0.0,1.0,103.45,103.45,103.45,103.45,0.0,105.1,105.1,105.05,105.05,0.0,1997-01-03,17:08:00,90.2291137994189
50,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.3,104.3,104.3,104.3,0.0,1.0,103.45,103.45,103.45,103.45,0.0,105.1,105.1,105.05,105.05,0.0,1997-01-03,18:54:00,89.84149469479134
51,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.5,104.5,104.5,104.5,0.0,1.0,103.45,103.45,103.45,103.45,0.0,105.1,105.1,105.05,105.05,0.0,1997-01-03,18:55:00,90.01376985240358
52,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.9,104.9,104.7,104.7,8.0,4.0,103.45,103.45,103.45,103.45,0.0,105.1,105.1,105.05,105.05,0.0,1997-01-03,18:59:00,90.3583201676281
53,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.7,104.7,104.7,104.7,13.0,1.0,103.45,103.45,103.45,103.45,0.0,105.1,105.1,105.05,105.05,0.0,1997-01-03,19:00:00,90.18604501001585
54,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.8,104.8,104.8,104.8,1.0,1.0,103.45,103.45,103.45,103.45,0.0,105.1,105.1,105.05,105.05,0.0,1997-01-03,19:01:00,90.27218258882196
55,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.75,104.75,104.75,104.75,0.0,1.0,103.45,103.45,103.45,103.45,0.0,105.1,105.1,105.05,105.05,0.0,1997-01-03,19:08:00,90.2291137994189
56,HGc1,HGF7,Market Price,-5,Intraday 1Min,105.0,105.0,105.0,105.0,1.0,1.0,94.75,94.75,94.75,94.75,2.0,105.0,108.7,105.0,108.7,2.0,1997-01-06,11:28:00,90.44445774643424
57,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.75,104.75,104.75,104.75,0.0,1.0,94.75,94.75,94.75,94.75,0.0,108.65,108.65,108.65,108.65,0.0,1997-01-06,13:10:00,90.2291137994189
58,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.75,104.75,104.75,104.75,,1.0,94.75,94.75,94.75,94.75,0.0,108.65,108.65,108.65,108.65,0.0,1997-01-06,13:11:00,90.2291137994189
59,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.8,104.8,104.7,104.7,0.0,2.0,94.75,94.75,94.75,94.75,0.0,108.65,108.65,108.65,108.65,0.0,1997-01-06,13:12:00,90.27218258882196
60,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.65,104.65,104.65,104.65,0.0,1.0,94.75,94.75,94.75,94.75,0.0,108.65,108.65,108.65,108.65,0.0,1997-01-06,13:14:00,90.14297622061278
61,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.65,104.65,104.65,104.65,0.0,1.0,94.75,94.75,94.75,94.75,0.0,108.65,108.65,108.65,108.65,0.0,1997-01-06,13:28:00,90.14297622061278
62,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.8,104.8,104.8,104.8,0.0,1.0,94.75,94.75,94.75,94.75,0.0,108.65,108.65,108.65,108.65,0.0,1997-01-06,13:57:00,90.27218258882196
63,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.9,104.9,104.9,104.9,0.0,1.0,94.75,94.75,94.75,94.75,0.0,108.65,108.65,108.65,108.65,0.0,1997-01-06,13:58:00,90.3583201676281
64,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.9,104.9,104.9,104.9,0.0,1.0,94.75,94.75,94.75,94.75,0.0,108.65,108.65,108.65,108.65,0.0,1997-01-06,14:02:00,90.3583201676281
65,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.65,104.7,104.65,104.7,0.0,2.0,94.75,94.75,94.75,94.75,0.0,108.65,108.65,108.65,108.65,0.0,1997-01-06,14:09:00,90.14297622061278
66,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.65,104.65,104.65,104.65,0.0,1.0,94.75,94.75,94.75,94.75,0.0,108.65,108.65,108.65,108.65,0.0,1997-01-06,14:19:00,90.14297622061278
67,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.6,104.65,104.6,104.65,1.0,3.0,94.75,94.75,94.75,94.75,0.0,108.65,108.65,108.65,108.65,0.0,1997-01-06,14:32:00,90.09990743120972
68,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.65,104.65,104.65,104.65,0.0,1.0,94.75,94.75,94.75,94.75,0.0,108.65,108.65,108.65,108.65,0.0,1997-01-06,14:34:00,90.14297622061278
69,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.8,104.8,104.8,104.8,0.0,1.0,94.75,94.75,94.75,94.75,0.0,108.65,108.65,108.65,108.65,0.0,1997-01-06,14:58:00,90.27218258882196
70,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.9,104.9,104.9,104.9,4.0,1.0,94.75,94.75,94.75,94.75,0.0,108.65,108.65,108.65,108.65,0.0,1997-01-06,15:00:00,90.3583201676281
71,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.85,104.85,104.85,104.85,0.0,1.0,94.75,94.75,94.75,94.75,0.0,108.65,108.65,108.65,108.65,0.0,1997-01-06,15:05:00,90.31525137822503
72,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.9,104.9,104.9,104.9,0.0,1.0,94.75,94.75,94.75,94.75,0.0,108.65,108.65,108.65,108.65,0.0,1997-01-06,15:24:00,90.3583201676281
73,HGc1,HGF7,Market Price,-5,Intraday 1Min,105.0,105.0,105.0,105.0,0.0,1.0,94.75,94.75,94.75,94.75,0.0,108.65,108.65,108.65,108.65,0.0,1997-01-06,15:38:00,90.44445774643424
74,HGc1,HGF7,Market Price,-5,Intraday 1Min,105.0,105.0,105.0,105.0,0.0,1.0,94.75,94.75,94.75,94.75,0.0,108.65,108.65,108.65,108.65,0.0,1997-01-06,15:39:00,90.44445774643424
75,HGc1,HGF7,Market Price,-5,Intraday 1Min,105.0,105.0,105.0,105.0,0.0,1.0,94.75,94.75,94.75,94.75,0.0,108.65,108.65,108.65,108.65,0.0,1997-01-06,15:43:00,90.44445774643424
76,HGc1,HGF7,Market Price,-5,Intraday 1Min,105.1,105.1,105.1,105.1,0.0,1.0,94.75,94.75,94.75,94.75,0.0,108.65,108.65,108.65,108.65,0.0,1997-01-06,16:02:00,90.53059532524034
77,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.9,104.95,104.9,104.95,0.0,2.0,94.75,94.75,94.75,94.75,0.0,108.65,108.65,108.65,108.65,0.0,1997-01-06,16:07:00,90.3583201676281
78,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.9,104.9,104.9,104.9,0.0,1.0,94.75,94.75,94.75,94.75,0.0,108.65,108.65,108.65,108.65,0.0,1997-01-06,16:10:00,90.3583201676281
79,HGc1,HGF7,Market Price,-5,Intraday 1Min,104.8,104.85,104.8,104.85,0.0,2.0,94.75,94.75,94.75,94.75,0.0,108.65,108.65,108.65,108.65,0.0,1997-01-06,16:21:00,90.27218258882196
